Address,Temperature,RSSI,Date,Time,Num of devices
0x0001,30,-60,2021-08-23,00:10:23.893501,1
0x0001,30,-60,2021-08-23,00:11:32.893968,1
0x0001,30,-60,2021-08-23,00:11:35.893236,1
0x0001,30,-60,2021-08-23,00:11:38.893153,1
0x0001,30,-60,2021-08-23,00:11:41.894022,1
0x0001,30,-60,2021-08-23,00:11:44.893754,1
0x0001,30,-60,2021-08-23,00:11:47.892535,1
0x0001,30,-61,2021-08-23,00:11:50.894177,1
0x0001,30,-61,2021-08-23,00:11:53.892947,1
0x0001,30,-60,2021-08-23,00:11:56.893073,1
0x0001,30,-60,2021-08-23,00:11:59.892653,1
0x0001,30,-61,2021-08-23,00:12:02.893993,1
0x0001,30,-62,2021-08-23,00:12:05.892693,1
0x0001,30,-60,2021-08-23,00:12:08.894047,1
0x0001,30,-62,2021-08-23,00:12:11.893887,1
0x0001,30,-60,2021-08-23,00:12:14.892656,1
0x0001,30,-61,2021-08-23,00:12:17.894454,1
0x0001,30,-60,2021-08-23,00:12:20.893736,1
0x0001,30,-60,2021-08-23,00:12:23.894813,1
0x0001,30,-60,2021-08-23,00:12:32.892672,1
0x0001,30,-60,2021-08-23,00:12:35.894327,1
0x0001,30,-61,2021-08-23,00:12:38.893830,1
0x0001,30,-57,2021-08-23,00:12:41.892762,1
0x0001,30,-57,2021-08-23,00:12:44.894847,1
0x0001,30,-57,2021-08-23,00:12:47.894419,1
0x0001,30,-57,2021-08-23,00:12:50.892940,1
0x0001,30,-57,2021-08-23,00:12:53.892498,1
0x0001,30,-60,2021-08-23,00:12:56.893883,1
0x0001,30,-60,2021-08-23,00:12:59.893127,1
0x0001,30,-60,2021-08-23,00:13:02.894782,1
0x0001,30,-60,2021-08-23,00:13:05.894436,1
0x0001,30,-60,2021-08-23,00:13:08.892561,1
0x0001,30,-60,2021-08-23,00:13:11.894609,1
0x0001,30,-59,2021-08-23,00:13:14.893192,1
0x0001,30,-60,2021-08-23,00:13:17.892787,1
0x0001,30,-60,2021-08-23,00:13:20.894109,1
0x0001,30,-61,2021-08-23,00:13:23.893447,1
0x0001,30,-61,2021-08-23,00:13:26.892984,1
0x0001,30,-60,2021-08-23,00:13:29.894090,1
0x0001,30,-59,2021-08-23,00:13:32.894375,1
0x0001,30,-59,2021-08-23,00:13:35.892860,1
0x0001,30,-60,2021-08-23,00:13:38.894428,1
0x0001,30,-63,2021-08-23,00:13:41.893697,1
0x0001,30,-60,2021-08-23,00:13:44.892527,1
0x0001,30,-60,2021-08-23,00:13:47.893421,1
0x0001,30,-59,2021-08-23,00:13:50.893396,1
0x0001,30,-60,2021-08-23,00:13:53.893116,1
0x0001,30,-59,2021-08-23,00:13:56.893916,1
0x0001,30,-58,2021-08-23,00:13:59.894137,1
0x0001,30,-59,2021-08-23,00:14:02.894248,1
0x0001,30,-60,2021-08-23,00:14:05.895122,1
0x0001,30,-60,2021-08-23,00:14:08.893129,1
0x0001,30,-59,2021-08-23,00:14:11.893030,1
0x0001,30,-58,2021-08-23,00:14:14.893851,1
0x0001,30,-59,2021-08-23,00:14:17.893386,1
0x0001,30,-56,2021-08-23,00:14:20.893474,1
0x0001,30,-58,2021-08-23,00:14:23.894256,1
0x0001,30,-61,2021-08-23,00:14:26.893650,1
0x0001,30,-60,2021-08-23,00:14:29.892580,1
0x0001,30,-61,2021-08-23,00:14:32.894955,1
0x0001,30,-60,2021-08-23,00:14:35.893678,1
0x0001,30,-65,2021-08-23,00:14:38.892975,1
0x0001,30,-60,2021-08-23,00:14:41.893952,1
0x0001,30,-57,2021-08-23,00:14:44.892994,1
0x0001,30,-55,2021-08-23,00:14:47.893940,1
0x0001,30,-57,2021-08-23,00:14:50.894698,1
0x0001,30,-56,2021-08-23,00:14:53.895366,1
0x0001,30,-57,2021-08-23,00:14:56.893134,1
0x0001,30,-57,2021-08-23,00:14:59.894883,1
0x0001,30,-57,2021-08-23,00:15:02.893418,1
0x0001,30,-57,2021-08-23,00:15:05.892939,1
0x0001,30,-57,2021-08-23,00:15:08.893772,1
0x0001,30,-57,2021-08-23,00:15:11.892775,1
0x0001,30,-56,2021-08-23,00:15:14.894309,1
0x0001,30,-57,2021-08-23,00:15:17.893745,1
0x0001,30,-57,2021-08-23,00:15:20.893968,1
0x0001,30,-57,2021-08-23,00:15:23.892480,1
0x0001,30,-56,2021-08-23,00:15:26.894492,1
0x0001,30,-56,2021-08-23,00:15:29.892725,1
0x0001,30,-57,2021-08-23,00:15:32.892445,1
0x0001,30,-57,2021-08-23,00:15:35.893866,1
0x0001,30,-57,2021-08-23,00:15:38.892593,1
0x0001,30,-95,2021-08-23,00:24:02.904929,1
0x0001,30,-87,2021-08-23,00:24:05.894157,1
0x0001,30,-88,2021-08-23,00:24:08.891536,1
0x0001,30,-89,2021-08-23,00:24:11.892985,1
0x0001,30,-82,2021-08-23,00:24:14.892312,1
0x0001,30,-88,2021-08-23,00:24:17.891225,1
0x0001,30,-88,2021-08-23,00:24:20.893005,1
0x0001,30,-88,2021-08-23,00:24:23.897299,1
0x0001,30,-87,2021-08-23,00:24:26.891316,1
0x0001,30,-86,2021-08-23,00:24:29.891658,1
0x0001,30,-88,2021-08-23,00:24:32.898428,1
0x0001,30,-85,2021-08-23,00:24:35.891433,1
0x0001,30,-83,2021-08-23,00:24:38.893399,1
0x0001,30,-86,2021-08-23,00:24:41.892531,1
0x0001,30,-86,2021-08-23,00:24:44.890954,1
0x0001,30,-86,2021-08-23,00:24:47.893762,1
0x0001,30,-86,2021-08-23,00:24:50.897654,1
0x0001,30,-84,2021-08-23,00:24:53.891707,1
0x0001,30,-84,2021-08-23,00:24:56.892592,1
0x0001,30,-85,2021-08-23,00:24:59.892720,1
0x0001,30,-83,2021-08-23,00:25:02.891405,1
0x0001,30,-86,2021-08-23,00:25:05.892575,1
0x0001,30,-85,2021-08-23,00:25:08.892764,1
0x0001,30,-86,2021-08-23,00:25:11.891846,1
0x0001,30,-86,2021-08-23,00:25:14.893773,1
0x0001,30,-85,2021-08-23,00:25:17.892067,1
0x0001,30,-85,2021-08-23,00:25:20.891136,1
0x0001,30,-86,2021-08-23,00:25:23.892364,1
0x0001,30,-86,2021-08-23,00:25:26.892226,1
0x0001,30,-85,2021-08-23,00:25:29.892355,1
0x0001,30,-85,2021-08-23,00:25:32.893522,1
0x0001,30,-85,2021-08-23,00:25:35.895371,1
0x0001,30,-90,2021-08-23,00:25:38.891837,1
0x0001,30,-88,2021-08-23,00:25:41.893999,1
0x0001,30,-87,2021-08-23,00:25:44.894462,1
0x0001,30,-91,2021-08-23,00:25:47.891258,1
0x0001,30,-81,2021-08-23,00:25:50.893029,1
0x0001,30,-85,2021-08-23,00:25:53.892099,1
0x0001,30,-74,2021-08-23,00:25:56.892837,1
0x0001,30,-75,2021-08-23,00:25:59.893373,1
0x0001,30,-75,2021-08-23,00:26:02.893212,1
0x0001,30,-73,2021-08-23,00:26:05.892738,1
0x0001,30,-74,2021-08-23,00:26:08.894310,1
0x0001,30,-73,2021-08-23,00:26:11.892869,1
0x0001,30,-74,2021-08-23,00:26:14.892463,1
0x0001,30,-74,2021-08-23,00:26:17.893524,1
0x0001,30,-74,2021-08-23,00:26:20.892860,1
0x0001,30,-74,2021-08-23,00:26:23.894511,1
0x0001,30,-74,2021-08-23,00:26:26.894193,1
0x0001,30,-74,2021-08-23,00:26:29.894101,1
0x0001,30,-74,2021-08-23,00:26:32.892701,1
0x0001,30,-72,2021-08-23,00:26:35.896215,1
