Address,Temperature,RSSI,Date,Time,Num of devices
0x0001,32,-64,2022-03-10,19:26:58.685076,0
0x0001,32,-54,2022-03-10,19:27:00.943808,1
0x0001,32,-54,2022-03-10,19:27:04.386600,1
0x0001,32,-51,2022-03-10,19:27:07.386576,1
0x0001,32,-51,2022-03-10,19:27:10.386552,1
0x0001,32,-51,2022-03-10,19:27:13.387528,1
0x0001,32,-50,2022-03-10,19:27:16.386505,1
0x0001,32,-50,2022-03-10,19:27:19.389471,1
0x0001,32,-48,2022-03-10,19:27:22.386456,1
0x0001,32,-50,2022-03-10,19:27:25.386431,1
0x0001,32,-51,2022-03-10,19:27:28.384412,1
0x0001,32,-50,2022-03-10,19:27:31.383394,1
0x0001,32,-50,2022-03-10,19:27:34.384365,1
0x0001,32,-50,2022-03-10,19:27:37.383345,1
0x0001,32,-50,2022-03-10,19:27:40.384316,1
0x0001,32,-50,2022-03-10,19:27:43.383298,1
0x0001,32,-50,2022-03-10,19:27:46.382274,1
0x0001,32,-50,2022-03-10,19:27:49.383250,1
0x0001,32,-50,2022-03-10,19:27:52.383257,1
0x0001,32,-50,2022-03-10,19:27:55.381206,1
0x0001,32,-50,2022-03-10,19:27:58.380183,1
0x0001,32,-49,2022-03-10,19:28:01.381157,1
0x0001,32,-49,2022-03-10,19:28:04.380135,1
0x0001,32,-50,2022-03-10,19:28:07.381111,1
0x0001,32,-48,2022-03-10,19:28:10.381085,1
0x0001,32,-51,2022-03-10,19:28:13.379069,1
0x0001,32,-51,2022-03-10,19:28:16.380039,1
0x0001,32,-51,2022-03-10,19:28:19.379020,1
0x0001,32,-51,2022-03-10,19:28:22.378993,1
0x0001,32,-51,2022-03-10,19:28:25.377974,1
0x0001,32,-60,2022-03-10,19:28:28.377954,1
0x0001,32,-59,2022-03-10,19:28:31.376928,1
0x0001,32,-59,2022-03-10,19:28:34.377900,1
0x0001,32,-54,2022-03-10,19:28:37.377909,1
0x0001,32,-57,2022-03-10,19:28:40.375857,1
0x0001,32,-57,2022-03-10,19:28:43.377829,1
0x0001,32,-57,2022-03-10,19:28:46.375810,1
0x0001,32,-60,2022-03-10,19:28:49.375785,1
0x0001,33,-60,2022-03-10,19:28:52.374765,1
0x0001,33,-60,2022-03-10,19:28:55.375738,1
0x0001,33,-59,2022-03-10,19:28:58.374716,1
0x0001,33,-51,2022-03-10,19:29:01.375689,1
0x0001,33,-50,2022-03-10,19:29:04.374670,1
0x0001,33,-50,2022-03-10,19:29:07.373649,1
0x0001,33,-49,2022-03-10,19:29:10.375619,1
0x0001,33,-49,2022-03-10,19:29:13.373600,1
0x0001,33,-48,2022-03-10,19:29:16.372577,1
0x0001,33,-61,2022-03-10,19:29:19.372555,1
0x0001,33,-65,2022-03-10,19:29:22.373528,1
0x0001,33,-64,2022-03-10,19:29:25.372507,1
0x0001,33,-63,2022-03-10,19:29:28.373478,1
0x0001,33,-64,2022-03-10,19:29:31.372457,1
0x0001,32,-66,2022-03-10,19:29:34.371436,1
0x0001,33,-57,2022-03-10,19:29:37.373407,1
0x0001,33,-63,2022-03-10,19:29:40.371397,1
0x0001,33,-66,2022-03-10,19:29:43.370368,1
0x0001,33,-45,2022-03-10,19:29:46.370344,1
0x0001,33,-46,2022-03-10,19:29:49.371317,1
0x0001,33,-45,2022-03-10,19:29:52.370296,1
0x0001,33,-48,2022-03-10,19:29:55.371268,1
0x0001,33,-49,2022-03-10,19:29:58.370246,1
0x0001,33,-51,2022-03-10,19:30:01.369251,1
0x0001,33,-63,2022-03-10,19:30:04.374189,1
0x0001,33,-66,2022-03-10,19:30:07.369178,1
0x0001,33,-66,2022-03-10,19:30:10.426033,1
0x0001,33,-57,2022-03-10,19:30:13.423983,1
0x0001,33,-58,2022-03-10,19:30:16.424957,1
0x0001,33,-56,2022-03-10,19:30:19.424933,1
0x0001,33,-54,2022-03-10,19:30:22.422912,1
0x0001,33,-55,2022-03-10,19:30:25.420896,1
0x0001,33,-57,2022-03-10,19:30:28.421869,1
0x0001,33,-51,2022-03-10,19:30:31.420845,1
0x0001,33,-55,2022-03-10,19:30:34.420824,1
