Address,Temperature,RSSI,Date,Time,Num of devices
0x0003,29,-95,2021-08-23,00:48:07.139761,3
0x0003,29,-91,2021-08-23,00:48:10.141604,3
0x0003,29,-87,2021-08-23,00:48:13.141340,3
0x0003,29,-87,2021-08-23,00:48:16.139914,3
0x0003,29,-85,2021-08-23,00:48:19.147617,3
0x0003,29,-85,2021-08-23,00:48:22.141435,3
0x0003,29,-85,2021-08-23,00:48:25.142806,3
0x0003,29,-89,2021-08-23,00:48:28.142559,3
0x0003,29,-87,2021-08-23,00:48:31.141985,3
0x0003,29,-86,2021-08-23,00:48:34.146650,3
0x0003,29,-90,2021-08-23,00:48:37.142808,3
0x0003,29,-85,2021-08-23,00:48:40.141896,3
0x0003,29,-86,2021-08-23,00:48:43.140974,3
0x0003,29,-90,2021-08-23,00:48:46.149041,3
0x0003,29,-89,2021-08-23,00:48:49.142091,3
0x0003,29,-88,2021-08-23,00:48:52.143820,3
0x0003,29,-91,2021-08-23,00:48:55.143958,3
0x0003,29,-90,2021-08-23,00:48:58.142930,3
0x0003,29,-90,2021-08-23,00:49:01.142091,3
0x0003,29,-88,2021-08-23,00:49:04.145626,3
0x0003,29,-89,2021-08-23,00:49:07.142791,3
0x0003,29,-89,2021-08-23,00:49:10.142733,3
0x0003,29,-86,2021-08-23,00:49:13.144025,3
0x0003,29,-88,2021-08-23,00:49:16.142773,3
0x0003,29,-88,2021-08-23,00:49:19.144984,3
0x0003,29,-87,2021-08-23,00:49:22.144514,3
0x0003,27,-87,2021-08-23,00:49:25.144458,3
0x0003,29,-87,2021-08-23,00:49:28.148661,3
0x0003,29,-88,2021-08-23,00:49:31.145648,3
0x0003,29,-88,2021-08-23,00:49:34.143765,3
0x0003,29,-88,2021-08-23,00:49:37.150649,3
0x0003,29,-89,2021-08-23,00:49:40.144683,3
0x0003,29,-87,2021-08-23,00:49:43.149733,3
0x0003,29,-87,2021-08-23,00:49:46.145836,3
0x0003,29,-87,2021-08-23,00:49:49.145952,3
0x0003,29,-87,2021-08-23,00:49:52.144776,3
0x0003,29,-84,2021-08-23,00:49:55.155660,3
0x0003,29,-86,2021-08-23,00:49:58.147195,3
0x0003,29,-90,2021-08-23,00:50:01.145837,3
0x0003,29,-85,2021-08-23,00:50:04.144855,3
0x0003,27,-87,2021-08-23,00:50:07.145627,3
0x0003,29,-85,2021-08-23,00:50:10.147136,3
0x0003,29,-84,2021-08-23,00:50:13.146731,3
0x0003,29,-87,2021-08-23,00:50:16.146314,3
0x0003,29,-90,2021-08-23,00:51:10.149113,3
0x0003,29,-91,2021-08-23,00:51:13.149336,3
0x0003,29,-90,2021-08-23,00:53:19.155066,3
0x0003,29,-90,2021-08-23,00:54:43.161327,3
0x0003,29,-86,2021-08-23,00:54:46.161711,3
0x0003,29,-83,2021-08-23,00:54:49.160350,3
0x0003,29,-83,2021-08-23,00:54:52.161862,3
0x0003,29,-84,2021-08-23,00:54:55.161213,3
0x0003,29,-84,2021-08-23,00:54:58.166567,3
0x0003,29,-83,2021-08-23,00:55:01.161808,3
0x0003,29,-84,2021-08-23,00:55:04.162487,3
0x0003,29,-84,2021-08-23,00:55:07.162012,3
0x0003,29,-84,2021-08-23,00:55:10.163463,3
0x0003,29,-84,2021-08-23,00:55:13.163414,3
0x0003,29,-84,2021-08-23,00:55:16.161840,3
0x0003,29,-84,2021-08-23,00:55:19.164514,3
0x0003,29,-84,2021-08-23,00:55:22.163183,3
0x0003,29,-84,2021-08-23,00:55:25.162144,3
0x0003,29,-84,2021-08-23,00:55:28.163814,3
0x0003,29,-84,2021-08-23,00:55:31.165587,3
0x0003,29,-84,2021-08-23,00:55:34.164041,3
0x0003,29,-84,2021-08-23,00:55:37.165176,3
0x0003,29,-84,2021-08-23,00:55:40.165114,3
0x0003,29,-84,2021-08-23,00:55:43.174654,3
0x0003,29,-84,2021-08-23,00:55:46.171959,3
0x0003,29,-82,2021-08-23,00:55:49.165148,3
0x0003,29,-84,2021-08-23,00:55:52.163926,3
0x0003,29,-84,2021-08-23,00:55:55.165109,3
0x0003,29,-82,2021-08-23,00:55:58.165448,3
0x0003,29,-82,2021-08-23,00:56:01.170138,3
0x0003,29,-82,2021-08-23,00:56:04.172864,3
0x0003,29,-83,2021-08-23,00:56:07.166506,3
0x0003,29,-84,2021-08-23,00:56:10.165228,3
0x0003,29,-83,2021-08-23,00:56:13.167444,3
0x0003,29,-83,2021-08-23,00:56:16.166754,3
0x0003,29,-83,2021-08-23,00:56:19.166283,3
0x0003,29,-83,2021-08-23,00:56:22.167158,3
0x0003,29,-84,2021-08-23,00:56:25.166446,3
0x0003,29,-83,2021-08-23,00:56:28.166780,3
0x0003,29,-82,2021-08-23,00:56:31.168377,3
0x0003,29,-83,2021-08-23,00:56:34.168065,3
0x0003,29,-83,2021-08-23,00:56:37.167407,3
0x0003,29,-82,2021-08-23,00:56:40.169167,3
0x0003,29,-82,2021-08-23,00:56:43.168364,3
0x0003,29,-82,2021-08-23,00:56:46.168189,3
0x0003,29,-83,2021-08-23,00:56:49.169666,3
0x0003,29,-82,2021-08-23,00:56:52.168666,3
0x0003,29,-82,2021-08-23,00:56:55.168782,3
0x0003,29,-82,2021-08-23,00:56:58.170662,3
0x0003,29,-82,2021-08-23,00:57:01.170199,3
0x0003,29,-82,2021-08-23,00:57:04.169145,3
0x0003,29,-82,2021-08-23,00:57:07.171666,3
0x0003,29,-84,2021-08-23,00:57:10.170331,3
0x0003,29,-85,2021-08-23,00:57:13.170178,3
0x0003,29,-91,2021-08-23,00:57:16.170855,3
0x0003,29,-85,2021-08-23,00:57:19.170570,3
0x0003,29,-84,2021-08-23,00:57:22.179693,3
0x0003,29,-84,2021-08-23,00:57:25.178440,3
0x0003,29,-82,2021-08-23,00:57:28.172023,3
0x0003,29,-82,2021-08-23,00:57:31.171238,3
0x0003,29,-82,2021-08-23,00:57:34.173131,3
0x0003,29,-83,2021-08-23,00:57:37.171881,3
0x0003,29,-82,2021-08-23,00:57:40.172652,3
0x0003,29,-83,2021-08-23,00:57:43.172756,3
0x0003,29,-82,2021-08-23,00:57:46.172267,3
0x0003,29,-82,2021-08-23,00:57:49.173853,3
0x0003,29,-84,2021-08-23,00:57:52.173403,3
0x0003,29,-84,2021-08-23,00:57:55.173768,3
0x0003,29,-84,2021-08-23,00:57:58.172665,3
0x0003,29,-85,2021-08-23,00:58:01.175064,3
0x0003,29,-86,2021-08-23,00:58:04.173850,3
0x0003,29,-86,2021-08-23,00:58:07.173462,3
0x0003,29,-85,2021-08-23,00:58:10.174644,3
0x0003,29,-85,2021-08-23,00:58:13.173667,3
0x0003,29,-85,2021-08-23,00:58:16.175377,3
0x0003,29,-83,2021-08-23,00:58:19.175056,3
0x0003,29,-84,2021-08-23,00:58:22.175310,3
0x0003,29,-83,2021-08-23,00:58:25.174681,3
0x0003,29,-86,2021-08-23,00:58:28.175995,3
0x0003,29,-84,2021-08-23,00:58:31.175805,3
0x0003,29,-84,2021-08-23,00:58:34.174713,3
0x0003,29,-85,2021-08-23,00:58:37.175868,3
0x0003,29,-85,2021-08-23,00:58:40.175421,3
0x0003,29,-85,2021-08-23,00:58:43.176664,3
0x0003,29,-85,2021-08-23,00:58:46.177969,3
